latitude,longitude,elevation
16.50977646,80.56892043,17
16.50896798,80.56892043,18
16.53888188,80.56972892,20
16.53807339,80.56972892,20
16.53726491,80.56972892,19
16.53645642,80.56972892,20
16.53564794,80.56972892,19
16.53483946,80.56972892,17
16.53403097,80.56972892,19
16.53322249,80.56972892,19
16.53241401,80.56972892,19
16.53160552,80.56972892,20
16.51947827,80.56972892,20
16.51866978,80.56972892,19
16.51624433,80.56972892,19
16.51543585,80.56972892,21
16.50977646,80.56972892,20
16.50896798,80.56972892,19
16.50815949,80.56972892,19
16.53807339,80.5705374,19
16.53726491,80.5705374,17
16.53645642,80.5705374,20
16.53564794,80.5705374,16
16.53483946,80.5705374,19
16.53403097,80.5705374,20
16.53322249,80.5705374,16
16.53241401,80.5705374,16
16.53160552,80.5705374,17
16.51947827,80.5705374,18
16.51866978,80.5705374,18
16.51624433,80.5705374,16
16.51543585,80.5705374,17
16.50896798,80.5705374,18
16.50815949,80.5705374,18
16.53807339,80.57134588,20
16.53726491,80.57134588,20
16.53645642,80.57134588,17
16.53564794,80.57134588,20
16.53483946,80.57134588,16
16.53403097,80.57134588,20
16.53322249,80.57134588,20
16.53241401,80.57134588,16
16.53160552,80.57134588,17
16.51866978,80.57134588,15
16.51624433,80.57134588,19
16.51543585,80.57134588,16
16.50896798,80.57134588,18
16.50815949,80.57134588,14
16.53726491,80.57215437,16
16.53645642,80.57215437,20
16.53564794,80.57215437,19
16.53483946,80.57215437,19
16.53403097,80.57215437,16
16.53322249,80.57215437,16
16.53241401,80.57215437,19
16.53160552,80.57215437,19
16.5178613,80.57215437,19
16.51624433,80.57215437,19
16.51543585,80.57215437,18
16.50896798,80.57215437,18
16.50815949,80.57215437,18
16.53726491,80.57296285,17
16.53645642,80.57296285,20
16.53564794,80.57296285,16
16.53483946,80.57296285,20
16.53403097,80.57296285,20
16.53322249,80.57296285,19
16.53241401,80.57296285,16
16.53160552,80.57296285,20
16.53079704,80.57296285,20
16.5178613,80.57296285,16
16.51705281,80.57296285,19
16.51624433,80.57296285,19
16.51543585,80.57296285,16
16.50896798,80.57296285,17
16.50815949,80.57296285,18
16.53645642,80.57377133,17
16.53564794,80.57377133,16
16.53483946,80.57377133,19
16.53403097,80.57377133,16
16.53322249,80.57377133,16
16.53241401,80.57377133,17
16.53160552,80.57377133,20
16.53079704,80.57377133,17
16.51705281,80.57377133,16
16.51624433,80.57377133,16
16.51543585,80.57377133,16
16.50896798,80.57377133,17
16.50815949,80.57377133,18
16.53564794,80.57457982,16
16.53483946,80.57457982,16
16.53403097,80.57457982,20
16.53322249,80.57457982,16
16.53241401,80.57457982,20
16.53160552,80.57457982,16
16.53079704,80.57457982,17
16.52432917,80.57457982,16
16.51705281,80.57457982,19
16.51624433,80.57457982,19
16.51543585,80.57457982,18
16.51462736,80.57457982,18
16.50896798,80.57457982,18
16.50815949,80.57457982,17
16.53483946,80.5753883,19
